DiabetesSTDEV,Lila 1 and 10,pop 2010,Urban,LowIncomeTracts,Average of percent,Average of lower confidence limit,Average of upper confidence limit,Statelist,CONCAT
0,0,16295,0,0,9.725,7.7875,11.9375,17,958
0,1,3858,0,1,10.8125,8.3125,13.775,17,959
0,0,6091,0,0,8.95,6.875,11.4,17,960
0,1,6973,1,1,9.4125,7.3125,11.9375,17,961
0,0,5642,0,0,10.2625,7.9,12.975,17,962
0,0,21604,0,0,8.925,7.1875,10.9125,17,963
0,0,9656,1,0,9.3125,7.2875,11.7375,17,964
0,0,2519,0,0,10.5875,7.9625,13.7,17,965
0,0,64511,1,1,9.5625,8.1,11.1625,17,966
0,0,4980,0,1,10.675,8.25,13.475,17,967
0,0,10083,0,0,9.675,7.6,12.1375,17,968
0,0,71115,1,1,5.7875,4.6875,7.1,17,969
0,1,5181,0,1,9.875,7.55,12.6,17,970
0,1,3307,0,1,9.8875,7.475,12.7375,17,971
0,1,6970,1,1,10.3375,8.05,13.0875,17,972
0,0,55606,1,0,8.5625,7.1625,10.1125,17,973
0,0,4936,1,0,8.7,6.55,11.25,17,974
0,0,498365,1,0,8.625,7.9375,9.35,17,975
0,1,22952,1,1,7.2,5.6375,9.0875,17,976
0,0,177934,1,0,8.9625,8.0125,9.975,17,977
0,0,2556,0,0,9.9125,7.3625,12.95,17,978
0,1,6010,1,1,9.9875,7.6625,12.7375,17,979
0,1,3853,0,1,10.3875,7.975,13.1875,17,980
0,0,4437,0,0,10.1625,7.75,12.9875,17,981
0,0,2235,0,0,8.925,6.5,11.7875,17,982
0,1,5724,1,1,8.9375,6.7125,11.5125,17,983
0,0,24132,0,0,10.425,8.55,12.675,17,984
0,0,7900,1,0,8.475,6.4875,10.8625,17,985
0,0,3001,0,0,9.9,7.4875,12.825,17,986
0,0,7053,0,0,8.875,6.8375,11.275,17,987
0,0,1485,0,0,10.0375,7.2375,13.225,17,988
0,0,5799,0,0,10.1875,7.8875,12.85,17,989
0,0,2234,0,0,9.475,7.0125,12.3625,17,990
0,1,9409,0,1,10.05,7.8875,12.5875,17,991
0,0,3309,0,1,10.1625,7.75,13.0875,17,992
0,0,157505,1,1,10.525,9.35,11.8,17,993
1,0,18656,0,1,11.875,9.05,15.25,18,994
0,0,19956,0,1,10.8375,8.1,14.1125,18,995
0,0,21421,0,0,10.45,7.675,13.85,18,996
1,0,8249,0,0,11.7,8.7125,15.225,18,997
1,0,42173,0,0,12.1875,9.675,15.0875,18,998
1,0,11591,0,1,11.6125,9.075,14.5875,18,999
1,0,28691,0,1,13.175,10.25,16.6125,18,1000
0,0,118811,1,0,8.9375,7.1,11.025,18,1001
1,0,19985,0,1,11.9,8.8375,15.7125,18,1002
1,0,49542,1,0,12.975,10.775,15.5,18,1003
0,0,28432,0,1,10.8625,8.2125,14.175,18,1004
0,0,8488,0,1,11.1125,8.5625,14.1,18,1005
1,0,13878,0,1,13.375,10.35,16.875,18,1006
0,0,20059,0,1,11.5,8.8,14.7,18,1007
0,0,74319,1,0,10.3,7.7375,13.4125,18,1008
0,0,12690,0,1,11.25,8.3125,14.8125,18,1009
1,0,12984,0,0,11.65,8.8375,14.9625,18,1010
0,0,37191,0,0,9.3125,7.325,11.6625,18,1011
0,0,90336,1,0,9.7125,7.7125,12.025,18,1012
1,0,5104,0,1,11.875,8.6875,15.75,18,1013
0,0,10811,0,0,11.025,8,14.7625,18,1014
0,0,27720,0,1,11.025,8.7125,13.7125,18,1015
1,0,15955,0,1,11.925,9.0375,15.3625,18,1016
0,0,73955,1,0,10.375,8.275,12.825,18,1017
0,0,35613,1,0,10.575,7.85,13.8875,18,1018
1,0,21730,0,1,11.6875,8.8875,14.9625,18,1019
0,0,10272,0,1,11.2,8.2875,14.775,18,1020
0,0,9315,0,0,11.45,8.5375,14.975,18,1021
1,0,6856,0,1,11.8625,8.8,15.5375,18,1022
0,0,96656,1,0,10.925,9.0625,12.9625,18,1023
1,0,12161,0,1,12.4625,9.3125,16.325,18,1024
0,0,7852,0,1,11.0125,8.1375,14.4875,18,1025
1,0,14672,0,1,11.9125,8.6875,15.9375,18,1026
0,0,295803,1,0,9.2375,7.6625,11.0625,18,1027
0,0,14348,0,0,10.6,8.4625,13.05,18,1028
1,0,39451,0,1,14.4875,11.8875,17.4375,18,1029
0,0,49285,1,0,10.625,8.1375,13.5375,18,1030
1,0,6813,0,1,12.2625,9.1875,16.025,18,1031
0,0,8589,0,1,10.5125,7.5125,14.225,18,1032
0,0,16912,0,0,11.1875,8.125,14.9625,18,1033
0,0,24662,0,1,9.775,7.1875,12.975,18,1034
0,0,37121,0,0,10.9875,8.6875,13.675,18,1035
1,0,25746,0,1,11.9125,9.2,15.0875,18,1036
0,0,11258,0,0,11.5625,8.7,15.0375,18,1037
1,0,36910,1,0,13.3625,10.9625,16.075,18,1038
0,0,8565,0,0,10.6375,7.8125,14.1625,18,1039
0,0,105543,1,0,11.1,9.15,13.3125,18,1040
1,0,29278,0,1,13.1,10.2625,16.3625,18,1041
0,0,18846,0,1,11.3,8.2875,15.0375,18,1042
0,0,18199,0,1,10.9375,8.35,13.975,18,1043
0,0,46250,1,1,10.5875,8.475,12.9625,18,1044
0,0,15416,0,0,11.3125,8.2875,15.05,18,1045
1,0,4902,0,0,12.1625,9.05,15.9375,18,1046
0,0,46920,0,1,11.3875,9.125,13.975,18,1047
0,0,13494,0,1,10.8,8,14.15,18,1048
0,0,741096,1,0,10.7625,9.5875,12,18,1049
0,0,48586,1,0,10.4375,7.775,13.625,18,1050
1,0,23356,0,1,12.525,9.775,15.675,18,1051
0,0,159720,1,0,9.625,7.85,11.625,18,1052
1,0,16346,0,1,12.475,9.75,15.6625,18,1053
1,0,31883,0,1,11.9875,9.275,15.1375,18,1054
1,0,14193,0,0,11.7625,8.8625,15.25,18,1055
1,0,58849,0,1,12.125,9.7,14.925,18,1056
1,0,15860,0,1,12.0125,9.2875,15.2,18,1057
1,0,7887,0,1,12.0375,8.9375,15.825,18,1058
1,0,11310,0,1,12.95,9.9125,16.6125,18,1059
1,0,24519,0,1,14.8125,12,18.0375,18,1060
0,0,13870,0,1,11.0625,8.8,13.65,18,1061
0,0,24742,0,1,11.2875,8.4625,14.75,18,1062
1,0,9519,0,0,11.95,8.8,15.6875,18,1063
0,0,26835,0,1,10.6875,8.2875,13.6125,18,1064
0,0,8314,0,0,11.55,8.625,15.125,18,1065
0,0,82916,1,0,9.1375,6.9375,11.7875,18,1066
0,0,13333,0,1,11.4,8.525,14.9,18,1067
0,0,19820,0,0,10.4,7.875,13.475,18,1068
0,0,31448,0,0,9.975,7.7875,12.525,18,1069
0,0,12929,0,1,11.225,8.275,14.9125,18,1070
1,0,17490,0,1,11.8,9.6125,14.1875,18,1071
0,0,65565,1,0,10.7,8.7375,12.9625,18,1072
1,0,18306,0,1,11.9,8.95,15.4125,18,1073
1,0,9531,0,0,12.05,8.8875,15.9,18,1074
0,0,28602,0,1,10.525,8.025,13.55,18,1075
1,0,6306,0,1,12.6625,9.75,16.075,18,1076
0,0,21331,0,0,11.2875,8.3375,14.8625,18,1077
0,0,10099,0,1,11.4375,8.5,15,18,1078
0,0,10963,0,1,11.325,8.4,14.7625,18,1079
0,0,26499,0,1,11.05,8.95,13.4,18,1080
1,0,13923,0,1,12.0875,9.575,14.95,18,1081
0,0,31499,0,1,11.5125,9.0625,14.35,18,1082
0,0,43437,0,0,9.45,7.3125,11.9375,18,1083
1,0,7135,0,0,11.6875,8.4375,15.775,18,1084
1,0,23842,0,0,12.2625,9.5875,15.4125,18,1085
0,0,60316,0,0,9.3,6.925,12.2,18,1086
0,0,10841,0,0,11.025,8.075,14.7375,18,1087
1,0,4755,0,1,12.0125,8.825,15.875,18,1088
0,0,14877,0,1,10.8875,7.9875,14.4625,18,1089
1,0,28712,0,1,12.15,9.7875,14.775,18,1090
1,0,65024,0,1,14.15,11.9125,16.7125,18,1091
1,0,12613,0,1,11.975,8.7375,16.0625,18,1092
0,0,63063,0,1,11.0375,9.025,13.2875,18,1093
0,1,2282,0,1,11.5625,8.3125,15.5375,18,1094
1,0,17056,0,1,11.7,8.8,15.1875,18,1095
0,0,23333,0,1,9.8625,7.925,12.0875,18,1096
0,0,17565,0,1,11.3,8.6625,14.4125,18,1097
0,0,47173,1,0,9.4625,6.9875,12.4625,18,1098
0,0,42074,0,0,9.9875,7.4875,13.15,18,1099
0,0,17327,0,0,11.325,8.5125,14.65,18,1100
0,0,17061,0,0,9.6625,6.8625,13.1875,18,1101
0,0,24512,0,0,11.4375,8.9125,14.425,18,1102
0,0,12460,0,1,10.5,7.8625,13.7125,18,1103
0,0,14339,0,0,10.8625,8.3875,13.85,18,1104
0,0,8809,0,0,10.7,7.6125,14.675,18,1105
0,0,15007,0,0,11.2875,8.575,14.5625,18,1106
0,0,113792,1,1,9.1625,7.45,11.2,18,1107
1,0,11717,0,0,11.7625,8.8125,15.4,18,1108
0,0,20813,0,1,10.8875,8.325,13.9875,18,1109
0,0,13621,0,0,11.25,8.5125,14.575,18,1110
1,0,35637,0,1,12.95,10.1375,16.2375,18,1111
0,0,7355,0,1,10.925,8.1125,14.3125,18,1112
0,0,24939,1,0,10.475,7.7375,13.85,18,1113
0,0,61773,1,1,,,,19,1114
0,0,25764,0,1,,,,19,1115
0,0,107215,1,0,,,,19,1116
0,0,23421,0,0,,,,19,1117
0,0,42073,0,1,,,,19,1118
0,0,35654,1,0,,,,19,1119
0,0,14353,0,1,,,,19,1120
0,0,116979,1,0,,,,19,1121
0,0,254969,1,1,,,,19,1122
0,0,192768,1,0,,,,19,1123
0,0,10132,0,1,,,,19,1124
0,0,6839,0,0,,,,19,1125
0,1,10407,0,1,,,,19,1126
0,0,17195,0,1,,,,19,1127
0,0,20822,0,1,,,,19,1128
0,0,26656,0,1,,,,19,1129
0,0,440171,1,1,,,,19,1130
0,1,7759,1,1,,,,19,1131
0,0,20267,0,0,,,,19,1132
0,0,33984,0,1,,,,19,1133
0,0,20767,0,1,,,,19,1134
0,0,22309,0,0,,,,19,1135
0,0,73240,1,1,,,,19,1136
0,0,33387,0,1,,,,19,1137
0,0,16274,0,0,,,,19,1138
0,0,432552,1,0,,,,19,1139
0,0,31594,1,0,,,,19,1140
0,0,14890,0,0,,,,19,1141
0,0,221578,1,0,,,,19,1142
0,0,96318,1,0,,,,19,1143
0,0,46735,1,1,,,,19,1144
0,0,128026,0,0,,,,19,1145
0,0,12093,1,1,,,,19,1146
0,1,27979,0,1,,,,19,1147
0,1,39566,0,1,,,,19,1148
0,0,343829,1,1,,,,19,1149
0,0,153720,1,1,,,,19,1150
0,0,23042,1,0,,,,19,1151
0,0,22802,1,1,,,,19,1152
0,0,131613,1,0,,,,19,1153
0,0,9091,0,1,,,,19,1154
0,0,20725,0,1,,,,19,1155
0,0,24233,0,0,,,,19,1156
0,0,35897,1,1,,,,19,1157
0,0,52780,1,0,,,,19,1158
0,1,11203,0,1,,,,19,1159
0,0,22102,1,0,,,,19,1160
0,0,45924,1,0,,,,19,1161
0,0,83384,1,1,,,,19,1162
0,0,52160,0,0,,,,19,1163
0,0,54650,1,1,,,,19,1164
0,0,233740,1,0,,,,19,1165
0,1,121097,1,1,,,,19,1166
0,1,5252,0,1,,,,19,1167
0,0,111860,1,1,,,,19,1168
0,0,22721,0,1,,,,19,1169
0,0,57999,0,0,,,,19,1170
0,0,52334,1,0,,,,19,1171
0,1,47168,0,1,,,,19,1172
0,0,41207,1,0,,,,19,1173
0,0,23788,1,0,,,,19,1174
0,0,11604,0,1,,,,19,1175
0,1,15625,0,1,,,,19,1176
0,0,15313,0,1,,,,19,1177
0,0,107702,0,0,8.775,7.4625,10.2,20,1178
1,0,71870,0,1,12.2125,10.4875,14.1125,20,1179
0,0,281674,1,0,6.95,6.15,7.7625,20,1180
0,0,30768,0,0,7.775,6.325,9.3875,20,1181
0,0,54418,0,0,8.0375,6.65,9.5875,20,1182
0,0,122151,0,0,8.7125,7.5,10.0375,20,1183
0,0,39736,0,0,8.4625,7.1,9.95,20,1184
0,0,34457,0,0,7.775,6.4375,9.2625,20,1185
0,0,57833,0,0,8.6875,7.2125,10.3375,20,1186
0,0,153923,0,0,9.5,8.3,10.8,20,1187
0,0,17535,0,1,9.8625,8.025,11.9875,20,1188
0,0,35293,0,0,8.125,6.6375,9.7875,20,1189
0,0,52228,0,0,10.3125,8.6,12.25,20,1190
0,0,38786,0,0,9.325,7.85,11,20,1191
0,0,32856,0,1,10.2,8.6,11.9875,20,1192
0,0,197131,0,0,8.0375,7.0625,9.1125,20,1193
0,0,75087,1,1,11.475,9.75,13.45,21,1194
0,0,537656,1,0,8.6625,7.5875,9.85,21,1195
0,0,805029,1,0,8.8,7.95,9.725,21,1196
0,0,88737,1,0,8.4375,6.9875,10.1,21,1197
0,0,33066,0,1,10.75,8.8625,12.9125,21,1198
0,0,167134,1,0,7.9125,6.4375,9.575,21,1199
0,0,101108,0,0,8.675,7.2625,10.3125,21,1200
0,0,146551,1,0,8.95,7.6125,10.425,21,1201
1,0,32618,0,1,11.7875,9.9125,13.9,21,1202
0,0,233385,1,0,7.8125,6.7875,8.9625,21,1203
0,0,30097,0,1,10.7,8.825,12.8375,21,1204
0,0,244826,1,0,8.75,7.3625,10.2875,21,1205
0,0,287085,1,0,7.3,6.15,8.6125,21,1206
0,0,20197,0,1,10.45,8.5125,12.6125,21,1207
0,0,971777,1,0,6.6375,5.925,7.4,21,1208
0,0,863420,1,1,10.2125,9.125,11.4125,21,1209
0,0,47798,0,0,8.15,6.7375,9.725,21,1210
0,0,26470,0,1,10.4625,8.5,12.7375,21,1211
0,0,105151,0,0,8.35,7,9.8625,21,1212
0,0,37782,0,0,9.4625,7.9375,11.175,21,1213
0,0,147430,1,1,9.9625,8.5875,11.45,21,1214
0,0,98733,1,1,9.7875,8.3,11.475,21,1215
0,0,51454,0,0,10.325,8.575,12.3,21,1216
0,0,620961,1,1,,,,22,1217
0,0,215888,1,0,7.875,6.6875,9.15,22,1218
0,0,131219,1,0,7.875,6.525,9.3875,22,1219
0,0,548285,1,0,9.5625,8.9,10.2625,22,1220
0,0,16535,1,0,7.675,5.7625,10.025,22,1221
0,0,743159,1,0,8.375,7.7125,9.0875,22,1222
0,0,71372,0,0,7.3875,5.9,9.125,22,1223
0,0,463490,1,1,9.55,8.75,10.4,22,1224
0,0,158080,1,0,6.525,5.3375,7.8875,22,1225
0,0,1503085,1,0,7.65,7.125,8.1875,22,1226
0,0,10172,1,0,6.775,4.875,9.1375,22,1227
0,0,670850,1,0,7.1625,6.35,8.0375,22,1228
0,0,494919,1,0,8.2125,7.225,9.2625,22,1229
0,0,722023,1,1,7.75,7.075,8.4125,22,1230
0,0,798552,1,0,7.9375,7.2875,8.6,22,1231
1,0,10942,0,1,12.5375,9.725,15.85,23,1232
0,1,9601,0,1,9.95,7.6875,12.65,23,1233
0,0,111408,0,0,8.6,6.875,10.6375,23,1234
0,0,29598,1,0,10.0625,7.8375,12.6125,23,1235
0,0,23580,0,0,9.8125,7.6125,12.4,23,1236
0,0,15899,0,1,10.15,7.8,13.075,23,1237
0,0,8860,0,0,10.7,8.375,13.5375,23,1238
0,0,59173,0,0,9.3,7.2625,11.6625,23,1239
0,0,107771,1,0,10.45,8.4125,12.8625,23,1240
0,0,17525,0,0,10.15,7.8,12.9125,23,1241
0,0,156813,1,0,10.3875,8.775,12.2125,23,1242
0,0,45248,0,0,9.3375,7.2875,11.7875,23,1243
0,0,136146,1,0,10.5125,8.6625,12.65,23,1244
0,0,52293,0,0,9.625,7.6125,12.025,23,1245
0,0,25949,0,0,9.9875,7.775,12.65,23,1246
0,0,26152,0,1,10.2,8.1375,12.6375,23,1247
0,0,38520,0,0,9.9625,8.05,12.275,23,1248
0,0,30926,0,1,10.3875,8.1125,13.1125,23,1249
0,0,75382,0,0,8.75,6.9,10.8875,23,1250
0,0,14074,0,1,9.9875,7.6,12.8625,23,1251
0,0,37069,0,1,10.35,8.25,12.75,23,1252
0,0,26168,0,0,10.2,7.9125,12.925,23,1253
0,0,107759,1,0,9.0375,7.3,11.0125,23,1254
0,0,32694,0,0,9.3,7.4,11.5,23,1255
0,0,425790,1,0,11.0375,9.65,12.55,23,1256
0,0,25692,0,1,11.1875,8.7875,14.1125,23,1257
0,0,16427,0,1,10.0875,7.875,12.85,23,1258
0,0,86986,1,0,8.4875,6.7375,10.525,23,1259
0,0,42476,0,0,9.375,7.3,11.9375,23,1260
0,0,46688,0,0,10.0875,7.875,12.825,23,1261
0,0,36628,0,1,8.975,6.9875,11.35,23,1262
0,0,33118,0,0,9.8375,7.6625,12.425,23,1263
0,0,280895,1,1,8.2125,6.85,9.7125,23,1264
0,0,63905,0,0,8.8875,6.925,11.2625,23,1265
0,0,25887,0,1,11.225,8.825,14.0625,23,1266
0,0,11817,0,1,11,8.4875,14,23,1267
0,0,70311,1,1,7.4625,5.925,9.3625,23,1268
0,0,160248,1,0,9.3625,7.725,11.275,23,1269
0,0,250331,1,0,8.675,7.25,10.2375,23,1270
0,0,17153,0,1,10.1875,7.7375,13.175,23,1271
0,0,602622,1,0,8.6625,7.55,9.9125,23,1272
0,1,2156,0,1,11.275,8.3375,14.7875,23,1273
1,0,11539,0,1,11.7125,9.125,14.775,23,1274
0,0,88319,0,0,8.95,7.05,11.2,23,1275
0,0,21708,0,0,10.625,8.3375,13.425,23,1276
0,0,99892,0,0,9.6625,7.7875,11.825,23,1277
0,0,180967,0,0,7.8625,6.2625,9.6375,23,1278
0,0,6631,0,0,10.3,7.9625,13.1375,23,1279
1,0,11113,0,1,11.6875,9.3375,14.45,23,1280
0,0,840978,1,0,9.4,8.25,10.6625,23,1281
0,0,24733,0,0,10.0625,7.875,12.7125,23,1282
0,0,67077,1,0,8.9625,7.1875,11.0625,23,1283
0,0,28705,0,0,10.25,8,12.9875,23,1284
0,0,42798,0,1,9.175,7.175,11.6125,23,1285
0,0,24029,0,0,10.5625,8.2,13.4,23,1286
0,0,83629,0,0,9.075,7.25,11.2125,23,1287
0,0,14849,0,1,10.2,7.8125,13.1125,23,1288
0,0,152021,0,0,9.6625,7.8375,11.825,23,1289
0,0,63342,0,1,9.0625,7.15,11.325,23,1290
1,0,9765,0,1,11.6125,8.9375,14.7875,23,1291
0,0,172188,1,1,10.7625,9.0625,12.7125,23,1292
0,0,48460,0,0,10.6375,8.4,13.25,23,1293
0,0,1202362,1,0,8.5,7.625,9.45,23,1294
0,0,26570,0,1,10,7.7,12.7,23,1295
0,0,21699,0,1,10.8125,8.4,13.6875,23,1296
1,1,6780,0,1,11.9125,9.15,15.2625,23,1297
0,0,23528,0,1,10.0125,7.675,12.725,23,1298
1,0,8640,0,1,11.6625,8.9375,14.9625,23,1299
0,0,24164,1,0,9.7125,7.425,12.4375,23,1300
0,0,263801,1,0,8.2,6.7875,9.75,23,1301
0,0,13376,0,1,11.5125,8.8625,14.675,23,1302
1,0,24449,0,1,12.125,9.475,15.2,23,1303
0,0,200169,1,0,10.65,9.025,12.45,23,1304
0,0,43114,0,1,9.675,7.5875,12.15,23,1305
0,0,8485,0,0,10.8,8.425,13.7125,23,1306
0,0,70648,1,0,9.0625,7.1375,11.3625,23,1307
0,0,163040,1,0,9.1375,7.4625,11.1,23,1308
0,0,61295,1,0,9.5875,7.55,12.075,23,1309
0,0,55729,0,0,9.8125,7.725,12.3125,23,1310
0,0,76258,0,0,10.025,8.025,12.4,23,1311
0,0,344791,1,0,7.5125,6.3,8.9,23,1312
1,0,1820584,1,1,11.625,10.7625,12.5,23,1313
0,0,32735,1,1,9.55,7.3875,12.1875,23,1314
0,1,16202,0,1,9.025,7.0375,11.3875,24,1315
0,0,330844,1,0,6.925,5.775,8.2,24,1316
0,0,32504,0,0,7.875,6.2375,9.85,24,1317
0,1,44442,0,1,7.2625,5.8,8.9625,24,1318
0,0,38451,1,0,6.75,5.1875,8.65,24,1319
0,1,5269,0,1,8.425,6.325,10.975,24,1320
0,0,64013,1,0,5.9,4.55,7.5125,24,1321
0,0,25893,1,1,7.8125,6.0625,9.9125,24,1322
0,0,35386,0,0,7.6375,5.975,9.6625,24,1323
0,0,91042,1,0,5.8625,4.5625,7.4375,24,1324
0,0,28567,0,1,8.5375,6.8,10.6125,24,1325
0,0,12441,0,0,8.0375,6.15,10.325,24,1326
0,0,53887,1,0,6.75,5.2125,8.65,24,1327
0,0,58999,1,0,6.9625,5.4625,8.775,24,1328
0,1,8695,0,1,8.25,6.3875,10.55,24,1329
0,0,5176,0,0,8.3125,6.3625,10.65,24,1330
0,1,11687,0,1,8.3375,6.375,10.725,24,1331
0,0,62500,0,1,7.3625,5.7875,9.1375,24,1332
0,0,398552,1,0,6.025,5.05,7.1,24,1333
0,0,20087,0,0,6.625,4.9875,8.65,24,1334
0,0,36009,0,0,7.4,5.75,9.3625,24,1335
0,0,14553,0,1,8.4,6.45,10.8,24,1336
0,0,20866,0,0,7.4375,5.725,9.525,24,1337
0,0,31255,0,0,8.1375,6.375,10.275,24,1338
0,0,46183,0,0,7.35,5.7625,9.25,24,1339
0,1,6018,0,1,8.1875,6.2,10.6875,24,1340
0,0,1152425,1,0,5.9375,5.2875,6.5875,24,1341
0,0,19027,0,0,7.525,5.7625,9.675,24,1342
0,0,20428,0,1,8.0375,6.25,10.1375,24,1343
0,0,37816,0,0,6.775,5.1625,8.7125,24,1344
0,0,45058,0,1,8.1625,6.4875,10.1625,24,1345
0,0,10266,0,0,7.8625,5.9875,10.1625,24,1346
0,0,16239,0,1,7.3375,5.575,9.5,24,1347
0,0,42239,1,0,7.175,5.6125,9.0125,24,1348
0,1,4552,0,1,8.9125,6.6625,11.65,24,1349
0,1,13311,1,1,8.7375,6.8125,11.0125,24,1350
0,0,7259,0,1,8.8,6.6875,11.3625,24,1351
0,0,10866,0,1,8.5,6.45,10.9375,24,1352
0,1,4045,0,1,,,,24,1353
0,0,27703,0,0,6.9,5.3125,8.8125,24,1354
0,1,5896,0,1,8.325,6.25,10.775,24,1355
0,0,25857,0,0,7.0625,5.45,9.0375,24,1356
0,1,5413,0,1,9.8,7.5,12.55,24,1357
0,0,9439,0,0,8,6.05,10.3625,24,1358
0,0,20840,0,0,8.0375,6.225,10.275,24,1359
0,0,36651,1,0,6.9375,5.375,8.8125,24,1360
0,0,23300,0,0,8.3125,6.475,10.5375,24,1361
0,0,26097,0,1,7.4625,5.8,9.5125,24,1362
0,0,33198,0,0,7.3,5.6125,9.2625,24,1363
0,0,39163,1,0,7.85,6.1125,9.8875,24,1364
0,1,8725,0,1,8.3625,6.4,10.7875,24,1365
0,0,32727,1,0,6.6125,5.05,8.475,24,1366
0,0,21378,1,1,7.975,6.15,10.1375,24,1367
0,0,6852,0,1,8.75,6.675,11.2625,24,1368
0,0,144248,1,0,6.475,5.225,7.9125,24,1369
0,0,57303,0,1,7.8,6.2125,9.6375,24,1370
0,0,13930,0,1,7.8,5.9375,10.0625,24,1371
0,1,29750,0,1,7.1875,5.6,9.15,24,1372
0,0,9596,0,1,8.2,6.2625,10.5625,24,1373
0,0,31600,1,1,7.6875,6.025,9.7125,24,1374
0,0,10995,0,0,7.9375,5.9625,10.2625,24,1375
0,0,508640,1,1,7.0125,6.125,7.9875,24,1376
0,1,4089,0,1,7.6625,5.6875,10.0625,24,1377
0,1,16059,0,1,8.05,6.2375,10.1875,24,1378
0,1,15730,0,1,8.1875,6.2875,10.5375,24,1379
0,0,64142,1,0,6.65,5.25,8.3875,24,1380
0,0,9687,0,0,7.8875,5.975,10.2625,24,1381
0,0,15629,0,1,7.0625,5.375,9.175,24,1382
0,0,129928,1,0,5.425,4.2875,6.825,24,1383
0,0,88499,0,0,6.15,4.7375,7.875,24,1384
0,0,15226,0,1,7.3625,5.5625,9.55,24,1385
0,0,200226,1,1,7.45,6.2375,8.8125,24,1386
0,0,150642,1,0,6.4875,5.2625,7.925,24,1387
0,0,36576,1,0,6.6125,5.15,8.45,24,1388
0,0,9726,0,0,7.1125,5.35,9.2125,24,1389
0,1,9783,0,1,8.3,6.4125,10.4875,24,1390
0,1,24895,0,1,7.875,6.0625,10.05,24,1391
0,1,3558,0,1,9.1625,6.8375,11.8875,24,1392
0,0,21676,0,1,7.2875,5.525,9.3875,24,1393
0,1,13843,0,1,8.5375,6.55,10.925,24,1394
0,0,19136,0,0,7.4,5.6,9.525,24,1395
0,0,238136,1,0,6.15,5.0125,7.3875,24,1396
0,0,11211,0,1,8.1375,6.225,10.45,24,1397
0,0,6576,1,1,7.8625,5.8375,10.325,24,1398
0,0,51461,1,0,6.625,5.1625,8.375,24,1399
0,0,124700,0,0,5.375,4.2125,6.75,24,1400
0,0,10438,0,0,8.25,6.275,10.625,24,1401
1,0,32297,1,1,14.375,12.0625,16.9625,25,1402
1,0,37057,0,0,12.275,9.825,15.0875,25,1403
1,1,13131,0,1,13.7625,11.1375,16.8125,25,1404
1,0,19564,0,1,13.55,11.075,16.325,25,1405
1,1,8729,0,1,13.3125,10.375,16.8375,25,1406
1,1,34145,1,1,13.475,11.175,16.1375,25,1407
1,0,14962,0,1,13.2375,10.5125,16.375,25,1408
1,1,10597,0,1,13.1875,10.5,16.3875,25,1409
1,1,17392,0,1,12.9,10.3125,15.925,25,1410
1,0,8547,0,1,13.525,10.65,16.95,25,1411
1,0,9604,0,1,14.3625,11.1625,18.175,25,1412
1,0,16732,0,1,12.9125,10.375,15.8625,25,1413
1,0,20634,0,1,13.5125,10.975,16.4,25,1414
1,0,26151,0,1,15.325,12.625,18.475,25,1415
1,1,29449,0,1,13.15,10.6375,16.1125,25,1416
1,0,19568,0,1,13,10.3125,16.1625,25,1417
0,0,161252,1,0,10.225,8.725,11.9,25,1418
0,0,74934,1,1,11.025,9.1875,13.15,25,1419
1,1,8118,0,1,12.8375,10.1,16.05,25,1420
0,0,22578,0,0,10.4875,8.175,13.225,25,1421
0,1,14400,0,1,11.525,8.8375,14.7625,25,1422
1,0,21906,1,1,13.3875,10.8875,16.25,25,1423
0,0,43929,1,0,11.525,9.2875,14.075,25,1424
1,0,187105,1,0,12.0125,10.3875,13.8375,25,1425
1,0,245285,1,1,11.95,10.475,13.525,25,1426
1,0,19198,0,1,15.475,12.7125,18.6625,25,1427
1,1,9375,0,1,14.75,11.6375,18.3875,25,1428
1,0,1406,0,1,13.675,10.25,17.8125,25,1429
0,0,23401,0,0,11.575,9.025,14.6,25,1430
1,0,139668,1,0,11.9,10.15,13.8,25,1431
1,0,17062,0,1,14.85,12.0625,18.0625,25,1432
1,1,7726,0,1,15.625,12.25,19.7,25,1433
1,0,12487,0,1,13.35,10.65,16.5,25,1434
1,0,67761,0,0,12.625,10.5875,14.9375,25,1435
1,1,10456,0,1,14.8375,11.8,18.4375,25,1436
0,0,47351,0,1,9.125,7.2875,11.3,25,1437
0,0,55658,1,0,9.2,7.3375,11.375,25,1438
1,0,80261,1,1,13.475,11.5875,15.5625,25,1439
1,0,12929,0,0,14.1875,11.375,17.4375,25,1440
1,1,23805,0,1,13.425,10.8125,16.45,25,1441
1,0,82910,0,0,11.675,9.7875,13.7875,25,1442
1,1,32317,1,1,13.825,11.4375,16.5875,25,1443
1,0,34869,0,0,12.125,10.025,14.5,25,1444
1,0,59779,1,0,12.7125,10.675,14.9625,25,1445
0,0,95203,1,0,10.275,8.55,12.2375,25,1446
1,1,27088,0,1,12.9125,10.4375,15.7125,25,1447
1,0,37144,0,1,14.1875,11.5125,17.3125,25,1448
1,0,36989,0,0,12.875,10.5875,15.4375,25,1449
1,1,10925,0,1,14.5875,11.75,17.9,25,1450
1,0,29676,0,1,13.175,10.7375,16.025,25,1451
1,0,21720,0,0,12.475,10.075,15.2625,25,1452
1,1,11545,0,1,15.375,12.2625,18.95,25,1453
0,1,47671,1,1,9.4,7.6125,11.4625,25,1454
