DiabetesSTDEV,Lila 1 and 10,pop 2010,Urban,LowIncomeTracts,Average of percent,Average of lower confidence limit,Average of upper confidence limit,Statelist,CONCAT
0,0,114678,0,0,9.275,7.475,11.4,34,1933
0,0,59036,0,0,10.375,8.25,12.7625,34,1934
0,0,106740,1,0,9.55,7.825,11.4125,34,1935
1,0,24669,0,1,14.15,11.35,17.4,34,1936
0,0,46952,0,1,10.625,8.7375,12.7375,34,1937
1,1,5810,0,1,11.9875,9.1875,15.35,34,1938
0,0,159437,1,0,8.85,7.575,10.2625,34,1939
0,0,40271,0,0,11.075,8.875,13.6,34,1940
0,0,168878,0,1,9.8375,8.4875,11.375,34,1941
1,0,10153,0,1,13.45,10.575,16.9,34,1942
0,0,57866,1,0,10.8875,8.5875,13.525,34,1943
1,0,59495,1,1,13.0375,10.6125,15.8375,34,1944
0,0,78265,0,0,10.05,7.7875,12.675,34,1945
0,0,33922,0,1,10.15,7.925,12.7875,34,1946
0,0,20764,0,1,9.9625,7.4875,12.95,34,1947
1,0,24505,0,1,14,11.15,17.3875,34,1948
0,0,44996,0,1,11.575,9.0875,14.55,34,1949
0,0,919628,1,0,7.725,6.8125,8.7125,34,1950
0,0,15579,0,1,11.5,8.6625,14.9375,34,1951
0,0,27798,0,1,11.2875,8.7125,14.325,34,1952
0,0,88247,1,0,10.375,8.4375,12.575,34,1953
0,0,95840,0,0,11.55,9.45,13.95,34,1954
0,0,202667,1,0,9.3125,8.0375,10.7125,34,1955
1,0,22099,0,1,14.7875,11.9,18.1,34,1956
0,0,177772,1,0,8.1625,6.9625,9.5125,34,1957
0,0,133801,1,0,6.85,5.775,8.0375,34,1958
1,0,13144,0,1,12.1875,9.425,15.475,34,1959
0,0,40661,0,0,11.4375,9.125,14.1625,34,1960
0,0,52217,0,0,10.825,8.6125,13.5,34,1961
1,0,13453,0,0,12.2,9.475,15.4625,34,1962
0,0,39464,0,0,11.375,9,14.25,34,1963
0,0,168148,1,1,8.8375,7.6125,10.1875,34,1964
0,0,20510,0,0,10.1375,7.7625,12.975,34,1965
0,0,141752,0,0,9.4375,8.125,10.95,34,1966
0,0,46639,1,1,11.275,8.9125,14.075,34,1967
1,0,134168,0,1,13.175,11.625,14.8625,34,1968
1,0,93643,0,0,11.6375,9.3625,14.3,34,1969
1,0,138428,1,0,11.8625,10.3875,13.4625,34,1970
0,0,67810,0,1,10.95,8.8875,13.325,34,1971
0,0,63431,0,1,11.1875,8.9375,13.775,34,1972
1,1,36157,1,1,13.15,10.7375,15.925,34,1973
0,0,60585,0,0,10.325,8.075,12.9375,34,1974
0,0,47401,0,0,10.15,7.7125,13.0375,34,1975
0,0,73673,0,1,11.325,8.875,14.25,34,1976
1,0,13981,0,0,12.95,10.625,15.5375,34,1977
0,0,33090,0,0,10.125,7.8625,12.725,34,1978
1,1,4407,0,1,11.625,8.85,14.975,34,1979
0,0,201292,1,0,7.8375,6.625,9.15,34,1980
1,0,45422,1,1,12.95,10.4625,15.875,34,1981
0,0,900993,1,0,7.1875,6.275,8.175,34,1982
1,0,20972,0,1,14.275,11.45,17.6125,34,1983
1,0,13228,0,1,13.2125,10.4,16.6,34,1984
0,0,51079,0,0,7.9625,6.2375,10.05,34,1985
0,0,122623,1,1,11.275,9.6625,13.0875,34,1986
0,0,69340,0,1,11.2375,9.2,13.5625,34,1987
1,0,81234,1,0,12.075,9.85,14.6125,34,1988
0,0,38406,0,0,10.0375,7.625,12.9875,34,1989
0,0,17818,0,1,9.85,7.4375,12.825,34,1990
0,1,2343,0,1,9.825,7.4,12.65,35,1991
0,0,11066,1,0,7.4625,5.875,9.25,35,1992
0,1,6660,0,1,10.275,7.8875,13.2125,35,1993
0,0,783,0,0,8.025,5.4625,11.1,35,1994
0,0,6429,0,0,8.8625,6.9375,11.0375,35,1995
0,0,3151,0,0,9.075,6.8625,11.7375,35,1996
0,0,1968,0,0,9.4625,7.05,12.3125,35,1997
0,0,81308,1,0,6.75,5.8125,7.7875,35,1998
0,0,149778,1,0,6.2375,5.425,7.0875,35,1999
0,0,3993,0,0,9.7125,7.4375,12.3,35,2000
0,0,5289,0,0,9.075,7.0125,11.4375,35,2001
0,0,2071,0,0,9.075,6.7,11.875,35,2002
0,0,3536,0,0,9.25,7.125,11.85,35,2003
0,1,2385,0,1,9.25,6.975,11.925,35,2004
0,1,3550,0,1,10.15,7.7375,12.95,35,2005
0,0,3343,0,0,8.8625,6.6875,11.4125,35,2006
0,0,1680,0,1,8.5625,6.25,11.275,35,2007
0,0,66861,1,0,6.25,5.2,7.3875,35,2008
0,0,2394,0,0,9.55,7.2125,12.325,35,2009
0,0,2420,0,0,9.175,6.8,11.9125,35,2010
0,1,2477,0,1,9.3125,7,12.1,35,2011
0,1,2435,0,1,9.05,6.7875,11.7125,35,2012
0,0,4139,0,0,9.175,7.025,11.6875,35,2013
0,0,1990,0,0,10.025,7.475,13.05,35,2014
0,0,5395,0,0,9.075,7.025,11.475,35,2015
0,1,2809,0,1,10.175,7.7625,13.0125,35,2016
0,0,6360,0,0,8.9125,6.9375,11.225,35,2017
0,0,8962,0,0,9.3125,7.475,11.4875,35,2018
0,0,8424,0,0,8.325,6.5375,10.45,35,2019
0,0,27471,0,0,7.3875,6.0625,8.95,35,2020
0,0,7673,0,1,9.5125,7.425,11.9125,35,2021
0,0,3126,0,0,9.825,7.525,12.5,35,2022
0,0,1846,0,0,8.8625,6.475,11.775,35,2023
0,0,7413,0,0,9.275,7.2625,11.6,35,2024
0,0,4357,0,0,9.4,7.2125,11.925,35,2025
0,0,11451,1,0,8,6.3625,9.8625,35,2026
0,0,5457,0,0,8.8375,6.825,11.2,35,2027
0,0,2470,0,0,8.9125,6.65,11.525,35,2028
0,0,16321,0,0,7.2375,5.7625,8.9125,35,2029
1,0,13937,0,1,13.2,10.6,16.325,35,2030
0,0,3829,0,0,8.6625,6.575,11.1125,35,2031
0,1,1321,0,1,10.2625,7.5375,13.45,35,2032
1,1,4153,0,1,11.65,8.3625,15.8625,35,2033
0,0,727,0,0,8.1875,5.5375,11.375,35,2034
0,0,24199,1,0,7.8875,6.4125,9.5125,35,2035
0,0,1975,0,0,8.8,6.4875,11.5625,35,2036
0,0,21100,0,0,7.9375,6.5375,9.55,35,2037
0,0,2246,0,0,9.275,6.9125,12,35,2038
0,0,8121,0,0,7.775,5.9875,9.825,35,2039
0,0,11119,0,0,8.5,6.75,10.55,35,2040
0,0,61675,1,0,7.6,6.5375,8.7875,35,2041
0,0,4207,0,0,9.2125,7.1875,11.5625,35,2042
0,0,22398,1,0,7.85,6.3875,9.4875,35,2043
0,0,28550,0,1,9.9375,7.6125,12.875,36,2044
0,0,106331,1,0,10.95,8.8375,13.4,36,2045
0,0,53139,0,0,10.1125,7.7875,12.875,36,2046
0,0,101497,1,0,10.2375,8.125,12.775,36,2047
0,0,64757,0,1,8.825,6.8375,11.2125,36,2048
0,0,45949,0,0,10.2,7.9,12.9375,36,2049
0,0,70400,1,1,11.175,8.975,13.7875,36,2050
0,0,44846,0,0,10.45,8.05,13.425,36,2051
0,0,368130,1,0,9.8625,8.15,11.8625,36,2052
0,0,28836,0,0,10.3,7.975,13.0875,36,2053
0,0,40097,0,0,10,7.65,12.85,36,2054
0,0,138333,1,0,11.15,8.9875,13.6875,36,2055
0,0,197363,1,0,8.9625,7.075,11.1375,36,2056
0,0,42040,1,0,9.7375,7.425,12.525,36,2057
0,0,107841,1,0,10.75,8.5375,13.25,36,2058
0,0,36901,0,1,10.425,8.175,13.15,36,2059
0,0,43784,1,0,11.125,8.675,14.05,36,2060
0,0,1280122,1,0,10.475,9.3875,11.625,36,2061
0,0,52959,0,0,10.1875,7.9,12.925,36,2062
0,0,39037,1,0,10.1,7.775,12.8375,36,2063
0,0,174214,1,0,8.1,6.5375,9.9125,36,2064
0,0,77079,1,0,10.9125,8.7375,13.4875,36,2065
0,0,146156,1,0,9.4125,7.6625,11.425,36,2066
0,0,29030,1,0,10.5625,8.1125,13.5625,36,2067
0,0,1163414,1,1,9.1125,8.175,10.1125,36,2068
0,0,42698,0,0,10.5,8.15,13.325,36,2069
0,0,30934,0,1,10.6625,8.3625,13.45,36,2070
0,0,93389,0,0,9.675,7.5375,12.1875,36,2071
0,0,161573,1,0,9.3875,7.475,11.65,36,2072
0,0,40087,1,1,10.8625,8.5,13.7625,36,2073
0,0,802374,1,0,10,8.9625,11.125,36,2074
0,0,74782,1,0,9.2125,7.2,11.575,36,2075
0,0,32058,0,0,9.475,7.275,12.2375,36,2076
0,0,15864,0,1,11.5375,8.8875,14.65,36,2077
0,0,28215,0,0,10.1,7.725,12.95,36,2078
0,0,43589,0,0,10.1625,7.825,13.075,36,2079
0,0,29380,0,1,10.4625,8.0875,13.3375,36,2080
0,0,42366,0,1,8.6375,6.5125,11.225,36,2081
0,0,59626,0,0,9.8875,7.6375,12.5625,36,2082
0,0,33225,0,1,10.65,8.225,13.5875,36,2083
1,0,69709,1,0,12.7875,10.3625,15.65,36,2084
0,0,60921,0,0,9.825,7.775,12.325,36,2085
0,0,230041,1,0,10.4375,8.5125,12.65,36,2086
0,0,62450,0,1,11.1125,8.7625,13.8125,36,2087
0,0,166492,1,0,10.4875,8.725,12.5375,36,2088
0,0,45858,0,0,11.025,8.525,14.05,36,2089
0,0,301356,1,0,10.0125,8.5,11.6625,36,2090
0,0,441815,1,0,10.4125,9.3,11.6375,36,2091
0,0,43435,0,0,9.6375,7.5375,12.1625,36,2092
0,0,238823,1,1,11.0625,9.95,12.3375,36,2093
0,0,66501,1,1,10.625,8.4875,13.15,36,2094
0,0,172332,1,0,9.0375,7.2,11.275,36,2095
0,1,23770,0,1,10.5875,8.2125,13.525,36,2096
0,0,40814,0,0,9.9,7.6625,12.6,36,2097
0,0,102506,1,0,10.1,8,12.625,36,2098
0,0,14642,0,1,11.0125,8.4625,13.9875,36,2099
0,0,535153,1,0,11.25,10.1125,12.45,36,2100
0,1,15054,0,1,11.375,8.7625,14.45,36,2101
0,0,34827,0,0,9.65,7.4125,12.3625,36,2102
0,0,86074,0,1,10.5875,8.575,13.025,36,2103
0,0,14645,0,0,9.8,7.4625,12.6375,36,2104
0,0,41428,0,0,10.4375,8.0625,13.2,36,2105
0,0,19614,0,0,9.8375,7.5,12.675,36,2106
0,0,36058,0,1,9.8375,7.575,12.5875,36,2107
0,0,55698,0,0,10.025,7.8125,12.625,36,2108
0,1,28709,0,1,10.8375,8.325,13.95,36,2109
0,0,161419,1,0,8.7875,7.025,10.875,36,2110
0,0,42270,0,0,10.1,7.7375,12.95,36,2111
0,0,34499,0,0,9.8,7.5125,12.5375,36,2112
0,0,124475,1,0,10.2625,8.2875,12.5375,36,2113
0,0,78064,0,1,10.2625,8.0125,13.0125,36,2114
0,0,60944,1,0,10.7,8.3875,13.4375,36,2115
0,0,79499,0,1,10.325,8.125,12.9625,36,2116
0,0,56745,1,0,9.6875,7.5625,12.25,36,2117
0,0,49423,0,0,9.5875,7.4,12.2875,36,2118
0,0,375586,1,0,10.5625,9.325,11.9125,36,2119
0,0,541781,1,0,10.275,9.2125,11.3625,36,2120
0,0,210312,1,0,10.475,8.6,12.6,36,2121
0,0,92582,0,0,9.825,7.85,12.125,36,2122
0,0,52300,0,0,8.825,6.8375,11.225,36,2123
0,0,28744,1,0,10.4625,8,13.4375,36,2124
0,0,13435,0,1,9.95,7.4875,12.9625,36,2125
0,0,212693,1,0,8.6875,6.875,10.8625,36,2126
0,0,61778,0,1,11.1375,8.9,13.9,36,2127
0,0,114520,0,0,9.65,7.5625,12.1,36,2128
0,0,37642,0,0,10.3625,8.0625,13.15,36,2129
0,0,125488,1,0,9.2,7.375,11.375,36,2130
0,0,22615,0,0,10.6,8.125,13.575,36,2131
1,0,22683,0,1,12.7625,10.1625,15.8125,37,2132
0,0,5642,0,0,11.425,8.4375,15.0375,37,2133
0,1,14182,0,1,11.275,8.6875,14.45,37,2134
0,0,5636,0,0,10.5125,7.65,14.0125,37,2135
0,0,22119,1,0,9.9125,7.4875,12.8875,37,2136
0,0,11943,0,0,10.15,7.7,13.1125,37,2137
0,0,42416,0,0,10.8125,8.575,13.4875,37,2138
0,0,29600,0,1,11.05,8.775,13.7125,37,2139
0,0,115541,1,0,9.5625,8,11.2875,37,2140
0,0,47557,0,0,10.4875,8.5625,12.65,37,2141
0,1,46987,0,1,10.75,8.7875,13,37,2142
1,1,15205,0,1,12.3875,9.7,15.45,37,2143
0,1,2475,0,1,11.15,8.0125,14.95,37,2144
0,0,255755,1,0,8.2625,7.1125,9.575,37,2145
1,1,5925,0,1,11.7625,8.8875,15.3,37,2146
0,0,124098,1,1,9.675,8.175,11.4125,37,2147
0,0,6193,1,0,11.2125,8.3875,14.7125,37,2148
1,0,15029,0,0,12,9.4625,14.975,37,2149
0,0,69967,0,0,10.6875,8.7375,12.925,37,2150
0,0,27469,1,0,9.9375,7.6875,12.625,37,2151
1,0,41487,0,1,12.9,10.625,15.4,37,2152
0,0,4810,0,0,11.575,8.525,15.3,37,2153
0,0,4151,0,0,11.3125,8.2,15.25,37,2154
0,0,60580,1,0,10,8.1375,12.075,37,2155
0,0,27576,0,0,10.9375,8.5625,13.7375,37,2156
0,0,52431,1,0,8.975,7.175,11.0625,37,2157
0,0,4527,0,0,11.3625,8.2875,15.0875,37,2158
0,1,6239,1,1,10.3875,7.7125,13.7625,37,2159
1,0,2922,0,1,11.9875,8.775,16,37,2160
0,0,3685,0,0,11.5375,8.3125,15.55,37,2161
0,0,12769,0,0,11.4375,8.8,14.5875,37,2162
1,0,14003,0,1,11.8875,9.2375,15,37,2163
0,0,26446,1,0,11.075,8.5625,14.075,37,2164
0,0,6472,0,1,11.225,8.3875,14.6875,37,2165
1,0,10957,0,1,11.6625,8.9,14.9875,37,2166
1,0,46562,1,0,11.7875,9.525,14.3375,37,2167
0,0,15034,0,0,10.35,7.8125,13.425,37,2168
1,0,9446,0,1,12,9.1375,15.425,37,2169
1,0,11154,0,0,11.7375,9.025,15.025,37,2170
1,0,50384,0,1,11.9875,9.6125,14.6875,37,2171
0,0,34273,0,0,11.2125,8.8125,13.9875,37,2172
0,0,41848,1,0,10.5625,8.4125,13.0625,37,2173
1,0,9423,0,0,11.7375,8.7625,15.3375,37,2174
0,0,7527,0,0,10.7625,7.9125,14.2,37,2175
0,0,15840,0,1,11.5125,8.825,14.7,37,2176
1,0,41259,0,0,12.025,9.7625,14.6375,37,2177
0,0,34506,0,0,10.0875,7.925,12.6125,37,2178
0,1,33151,0,1,10.8875,8.6875,13.4625,37,2179
1,0,20252,0,1,12.45,10.0125,15.2,37,2180
0,0,13488,0,0,11.325,8.6375,14.5875,37,2181
1,0,70990,1,1,12.2625,10.2,14.5125,37,2182
0,0,11561,1,0,11.1125,8.3625,14.4,37,2183
0,0,10536,0,0,11.425,8.875,14.4375,37,2184
1,1,12191,0,1,12.45,9.6875,15.8625,37,2185
0,0,718633,1,0,9.6,8.7375,10.4875,37,2186
0,0,40069,0,1,11.3375,9.1,13.9625,37,2187
0,0,47472,0,0,11.3,9.2,13.75,37,2188
1,0,31848,1,1,12.6125,10.2,15.3125,37,2189
1,0,16577,0,1,12.6,9.675,16.025,37,2190
0,0,77350,1,1,8.075,6.4,10.025,37,2191
1,0,45837,0,0,11.7375,9.6625,14.1,37,2192
0,0,37492,1,1,10.3375,8.1375,12.8625,37,2193
0,0,69442,1,0,10.65,8.8875,12.675,37,2194
1,1,11572,0,1,12.55,9.75,15.975,37,2195
0,0,3647,0,0,11.525,8.45,15.3,37,2196
0,0,86905,0,0,10.1875,8.425,12.125,37,2197
0,0,25482,0,1,11.5875,9.1375,14.475,37,2198
1,0,42391,0,1,12.325,10.1,14.925,37,2199
0,0,45048,1,0,11,8.85,13.5125,37,2200
0,0,20640,0,0,8.1,6.0375,10.625,37,2201
1,0,7992,0,1,12.15,9.1625,15.825,37,2202
0,0,603403,1,0,9.3375,8.5375,10.2,37,2203
0,0,73085,1,0,11.3375,9.3375,13.6,37,2204
0,0,50976,1,0,10.825,8.8625,13.05,37,2205
0,0,11629,0,0,10.4875,7.825,13.75,37,2206
0,0,8878,0,0,9.5375,6.95,12.6125,37,2207
0,0,20081,0,0,10.1,7.6,13.0875,37,2208
0,0,16134,0,1,9.5,7.0375,12.4125,38,2209
0,0,85579,1,0,6.125,4.7375,7.7625,38,2210
0,0,375992,1,0,7.3625,6.3125,8.5375,38,2211
0,0,37039,0,0,8.7875,6.6875,11.3625,38,2212
0,0,49351,0,0,8.3375,6.3375,10.7,38,2213
0,0,63043,0,1,10.2,8.125,12.675,38,2214
0,0,20978,0,0,8.5,6.225,11.25,38,2215
0,0,22364,0,0,10.15,7.6625,13.0875,38,2216
0,0,157733,1,0,6.7125,5.4125,8.175,38,2217
0,0,107667,0,1,10.425,8.575,12.5375,38,2218
0,0,1871,0,0,9.4,6.3875,13.1625,38,2219
0,1,7445,0,1,9.5375,6.8,12.9,38,2220
0,1,7422,1,1,9.7375,6.975,13.2625,38,2221
0,0,22346,1,0,7.25,5.275,9.7875,38,2222
0,0,203206,1,0,8.0125,6.6375,9.4625,38,2223
0,0,21720,0,1,8.3375,6.125,11.125,38,2224
0,0,82713,0,1,9.4375,7.6,11.55,38,2225
0,0,66380,1,0,8.6375,6.7875,10.7875,38,2226
0,1,7895,0,1,9.275,6.65,12.6125,38,2227
0,0,351715,1,0,7.45,6.4125,8.5625,38,2228
0,0,46034,1,0,9.875,7.7,12.4375,38,2229
0,0,116672,1,0,9.0625,7.325,10.9875,38,2230
0,0,31313,0,1,7.9,5.8625,10.275,38,2231
0,0,315335,1,0,8.05,6.8,9.45,38,2232
0,0,11173,0,1,8.2,5.7875,11.275,38,2233
0,0,735334,1,0,7.1375,6.3125,8.0375,38,2234
0,0,75403,1,0,8.2625,6.425,10.4125,38,2235
0,1,1765,0,1,9.3875,6.4375,13.0875,38,2236
0,0,25250,0,1,8.225,6.125,10.6875,38,2237
0,0,75889,0,0,8.525,6.65,10.6875,38,2238
0,0,25748,1,0,8.175,6.05,10.75,38,2239
0,0,7008,0,0,9.0125,6.4875,12.1,38,2240
0,0,25213,1,0,8.65,6.4125,11.3,38,2241
0,0,529710,1,0,6.3125,5.4,7.3,38,2242
0,1,1441,0,1,9.7875,6.7625,13.625,38,2243
0,0,99193,1,0,7.3375,5.7,9.2125,38,2244
0,0,101407,0,0,9.075,7,11.525,39,2245
0,0,1223348,1,0,8.9375,7.9625,9.975,39,2246
0,0,68941,0,0,10.425,8,13.325,39,2247
0,0,170539,1,0,10.4125,8.3625,12.8,39,2248
0,0,49762,0,1,10.2625,7.8125,13.1125,39,2249
0,0,411442,1,0,8.3625,6.8125,10.1,39,2250
0,0,127089,1,0,9.9875,7.8625,12.45,39,2251
0,0,62622,0,1,9.5,7.575,11.775,39,2252
0,0,625249,1,0,8.4,7.025,9.9625,39,2253
0,0,183862,1,0,8.75,6.9,10.85,39,2254
0,0,143679,1,1,11.025,8.8875,13.5,39,2255
0,0,5085,1,1,10.1,7.2625,13.5625,39,2256
0,0,65249,0,1,9.9375,7.6125,12.675,39,2257
0,0,153990,1,0,6.8875,5.3875,8.6375,39,2258
0,0,498886,1,0,7.6,6.2375,9.15,39,2259
0,0,39988,0,1,9.525,7.1875,12.3375,39,2260
0,0,81642,0,1,9.8125,7.65,12.35,39,2261
0,0,39238,0,0,8.725,6.5125,11.3875,39,2262
0,0,67295,0,0,9.1625,7.0875,11.6125,39,2263
0,0,88765,0,1,10.425,8.175,13.0625,39,2264
0,0,235406,1,0,9.125,7.375,11.1375,39,2265
0,0,268100,1,0,9.9625,8.1875,11.95,39,2266
0,0,558979,1,0,8.5625,7.1375,10.175,39,2267
0,0,31946,0,1,10.3625,7.85,13.375,39,2268
0,0,280566,1,0,9.225,7.65,11,39,2269
1,0,136606,0,1,12.2125,10.925,13.575,39,2270
0,0,7716,0,1,9.75,7.0625,13.075,39,2271
0,0,149618,1,0,9.0625,7.1875,11.2375,39,2272
0,0,14845,0,0,9.725,7.0875,13.0625,39,2273
0,0,38686,0,1,9.45,7.0125,12.425,39,2274
0,0,45913,0,0,9.95,7.45,13.0625,39,2275
0,0,88880,0,1,9.0875,7.0125,11.625,39,2276
0,0,45200,1,1,10.6625,8.225,13.625,39,2277
0,0,24636,0,0,9.7125,7.1625,12.8125,39,2278
0,0,214437,1,0,10.025,8.1125,12.1875,39,2279
0,0,519445,1,0,8.8625,7.4,10.5,39,2280
0,0,91108,1,1,9.8625,7.6875,12.425,39,2281
0,0,133568,1,0,9.4875,7.4125,11.9375,39,2282
0,0,349497,1,0,9.1875,7.5375,10.9875,39,2283
0,0,320918,1,0,10.0125,9,11.125,39,2284
0,0,116111,1,0,9.6125,7.65,11.8125,39,2285
0,0,43450,0,1,9.3375,7.05,12.0625,39,2286
0,0,116638,1,0,10.625,8.525,13.0875,39,2287
0,0,46682,1,1,9.775,7.35,12.7,39,2288
0,0,169842,0,0,8.7125,6.875,10.8625,39,2289
0,0,799874,1,0,7.4625,6.3125,8.7375,39,2290
0,0,18267,1,1,10.3125,7.675,13.525,39,2291
0,0,297735,1,0,8.575,7.0125,10.4125,39,2292
0,0,94528,1,1,9.5875,7.5625,11.975,39,2293
0,0,45969,0,0,9.4125,7.0375,12.3,39,2294
0,0,1526006,1,1,10.5875,9.7125,11.4625,39,2295
0,0,57369,0,0,9.375,7.25,11.9125,39,2296
0,0,17457,0,1,9.8375,7.3375,12.8625,39,2297
0,0,148289,1,0,10.1,7.95,12.6125,39,2298
0,0,39702,0,1,9.475,7.1375,12.325,39,2299
0,0,77742,0,1,9.6375,7.4125,12.2375,39,2300
0,1,6428,0,1,10.85,7.925,14.4875,39,2301
0,0,43356,0,0,10.05,7.625,12.9125,39,2302
0,0,41981,0,1,10.0125,8.8,11.325,39,2303
0,0,44947,1,1,8.8625,6.725,11.4375,39,2304
0,0,54984,0,1,9.425,7.2,12.075,39,2305
0,0,41815,0,0,10.375,7.8875,13.3625,39,2306
0,0,207820,1,0,10.225,8.4125,12.2875,39,2307
0,0,52822,0,0,10.1875,7.75,13.225,39,2308
0,0,365169,1,0,9.9625,8.4375,11.7125,39,2309
0,0,28276,0,0,9.0375,6.7375,11.825,39,2310
0,0,434972,1,0,8.6875,7.2625,10.2875,39,2311
0,0,49875,1,0,6.8625,5.4875,8.3875,40,2312
0,0,166158,1,0,8.4125,7.4,9.525,40,2313
0,0,82888,1,0,7.175,6.0375,8.45,40,2314
0,0,626667,1,0,8.275,7.725,8.8375,40,2315
0,0,126979,1,0,6.4875,5.5625,7.55,40,2316
1,1,25417,0,1,12.675,10.375,15.325,41,2317
0,0,160099,1,0,10.9125,9.5875,12.35,41,2318
1,0,10419,0,1,14.3125,11.45,17.6,41,2319
0,0,187126,1,0,11.4625,9.9375,13.175,41,2320
1,0,15987,0,1,14.7875,12.125,17.9,41,2321
1,0,22621,0,1,12.925,10.475,15.6625,41,2322
0,0,162233,1,0,8.5,7.475,9.6,41,2323
0,0,177843,1,0,11.3625,9.825,13.075,41,2324
1,0,15175,0,1,14.1625,11.4375,17.325,41,2325
0,0,350209,1,0,9.625,8.5625,10.7375,41,2326
0,0,55342,0,0,11.4625,9.0625,14.225,41,2327
1,0,33140,0,1,12.575,9.9875,15.6,41,2328
1,0,46734,0,1,11.9125,9.7,14.425,41,2329
1,0,34971,0,1,13.8,11.4625,16.5125,41,2330
1,0,38892,0,1,13.7,11.7,15.95,41,2331
1,0,68681,0,1,13.5125,11.275,16.075,41,2332
1,0,32062,0,1,13.125,10.575,16.0625,41,2333
0,0,136555,1,0,9.6875,8.0125,11.55,41,2334
0,0,26985,0,1,10.8125,8.8375,13.05,41,2335
1,0,23956,0,1,14.9,12.175,18.0875,41,2336
1,0,136885,1,1,12.3625,10.6625,14.2625,41,2337
1,0,60158,0,0,12.0875,10.4,13.95,41,2338
0,0,451225,1,0,9.1875,8.1,10.35,41,2339
0,0,69661,0,0,11.05,9.3,13.05,41,2340
1,0,21090,0,1,14.425,11.9625,17.225,41,2341
0,0,269291,1,0,10.35,9.2,11.55,41,2342
1,0,24777,0,0,12.7,10.4375,15.275,41,2343
0,0,61697,0,0,11.4375,9.3625,13.75,41,2344
1,0,76652,1,1,12.2375,9.8375,15.075,41,2345
1,0,66537,0,1,12.275,10.3625,14.45,41,2346
1,0,19220,0,1,13.925,11.2375,17.1375,41,2347
0,0,262391,1,0,9.5125,8.025,11.1,41,2348
1,0,33062,0,1,14.2875,11.8375,17.1125,41,2349
1,0,28933,0,1,12.9,10.5625,15.575,41,2350
1,0,10233,0,0,13.5625,10.9875,16.4875,41,2351
1,0,37508,0,0,11.65,9.2625,14.425,41,2352
0,0,74273,0,0,11.125,9.175,13.2625,41,2353
1,0,92501,0,1,14.3625,12.6875,16.2,41,2354
0,0,119224,1,0,9.2375,7.425,11.2875,41,2355
0,0,384504,1,1,10.0125,8.925,11.225,41,2356
0,0,19875,0,1,11.3875,9.0875,14.0625,41,2357
0,0,284307,1,0,10.75,9.4,12.2,41,2358
1,0,107456,1,1,13.075,11.225,15.0875,41,2359
1,0,28961,0,0,13.4375,10.9125,16.375,41,2360
1,0,34423,0,1,14.55,12.4,16.9625,41,2361
0,0,226073,1,0,9.1,7.575,10.775,41,2362
0,0,2710,0,0,8.7,6.6,11.15,42,2363
0,0,17398,1,0,8.075,6.55,9.8125,42,2364
0,1,3431,0,1,11.4,9.0375,14.2125,42,2365
0,0,7070,0,0,8.175,6.2625,10.4,42,2366
0,0,31965,1,0,5.625,4.6,6.7625,42,2367
0,0,36531,1,0,7.375,6.2375,8.6375,42,2368
0,0,5255,0,0,8.425,6.5875,10.575,42,2369
1,0,1912,0,1,14.975,11.325,19.425,42,2370
0,1,10110,1,1,8.025,6.2875,10.0625,42,2371
0,0,1466,0,0,9.25,6.825,12.1,42,2372
0,0,9129,0,1,10.8875,8.875,13.2125,42,2373
0,0,3691,0,0,8.6875,6.625,11.125,42,2374
0,0,13864,1,1,5.9,4.4875,7.55,42,2375
0,0,27227,1,0,6.8625,5.725,8.15,42,2376
1,1,4050,0,1,13.55,10.8875,16.7625,42,2377
0,0,8216,0,0,8.1875,6.4375,10.1625,42,2378
0,0,19504,1,1,7.7125,6.25,9.4125,42,2379
0,0,5710,0,0,9.2625,7.2375,11.5625,42,2380
0,0,4364,0,0,8.0375,6.15,10.275,42,2381
1,1,5301,1,1,14.25,11.8375,17.025,42,2382
0,0,3002,0,0,9.2875,7.1625,11.7875,42,2383
0,0,4071,0,0,8.525,6.525,10.9,42,2384
0,1,7094,1,1,10.4,8.3125,12.725,42,2385
0,0,2364,0,0,8.8875,6.625,11.5,42,2386
0,0,7356,0,0,9.225,7.25,11.575,42,2387
0,1,4271,0,1,10.0875,7.9875,12.4625,42,2388
0,0,1937,0,0,9.0625,6.8125,11.6875,42,2389
0,0,5903,0,0,8.2125,6.3,10.4875,42,2390
0,0,3431,0,0,9.3625,7.2625,11.8,42,2391
0,0,3331,0,0,7.025,5.125,9.25,42,2392
0,1,1255,0,1,7.75,5.4625,10.475,42,2393
0,0,17022,1,0,8.4625,7.175,9.875,42,2394
0,0,7343,0,0,8.7875,6.8,11.0625,42,2395
0,0,1420,0,0,9.85,7.375,12.7375,42,2396
0,1,3031,0,1,11.25,8.8375,14.1,42,2397
0,1,2071,0,1,8.325,6.2375,10.7875,42,2398
0,0,1006,0,0,8.6625,6.2,11.45,42,2399
0,0,5148,0,0,8.425,6.4875,10.6625,42,2400
0,0,11200,0,0,7.7375,6,9.7625,42,2401
0,0,24097,1,0,7.125,5.925,8.5,42,2402
0,0,44828,0,0,5.3625,4.2875,6.5875,42,2403
0,0,3755,0,1,10.0625,7.7875,12.7375,42,2404
0,0,4656,0,0,9,6.9375,11.4125,42,2405
